frame,original,ocr_result,confidence,is_different
2085,24,24,0.9999996628252286,False
2086,24,24,0.9999998314126102,False
2087,24,24,0.9999998314126102,False
2088,24,24,0.9999998314126102,False
2089,24,24,0.9999998314126102,False
2090,24,24,0.999999915706304,False
2091,24,24,1.0,False
2092,24,24,0.9999998314126102,False
2093,24,24,0.9999998314126102,False
2094,24,24,0.9999998314126102,False
2095,24,24,0.9999998314126102,False
2096,24,24,0.9999998314126102,False
2097,24,24,0.9999998314126102,False
2098,24,24,0.9999994099441718,False
2099,24,24,0.9999993256504904,False
2100,24,24,0.9999991570631338,False
2101,24,24,0.9999997471189183,False
2102,24,24,0.9999996628252286,False
2103,24,24,0.9999992413568111,False
2104,24,24,0.9999990727694587,False
2105,24,24,0.999998651301114,False
2106,24,24,0.9999983984201323,False
2107,24,24,0.9999982298328214,False
2108,24,24,0.4587927175631553,False
2109,24,24,0.46238371683468166,False
2110,24,24,0.4590611402905657,False
2111,24,24,0.46064569018825824,False
2112,24,24,0.9999980612455189,False
2113,24,24,0.9999989041821146,False
2114,24,24,0.9999994942378553,False
2115,24,24,0.9999993256504904,False
2116,24,24,0.9999987355947788,False
2117,24,24,0.9999984827137908,False
2118,24,24,0.48782919273610426,False
2119,24,24,0.4688196913969782,False
2120,24,24,0.9999996628252286,False
2121,24,24,0.9999997471189183,False
2122,24,24,0.9999997471189183,False
2123,24,24,0.9999998314126102,False
2124,24,24,1.0,False
2125,24,24,0.9999996628252286,False
2126,24,24,0.9999996628252286,False
2127,24,24,0.9999996628252286,False
2128,24,24,0.9999996628252286,False
2129,24,24,0.9999998314126102,False
2130,24,24,0.9999998314126102,False
2131,24,24,0.9999996628252286,False
2132,24,24,0.9999994942378553,False
2133,24,24,0.9999994099441718,False
2134,24,24,0.9999994099441718,False
2135,24,24,0.9999994942378553,False
2136,24,24,0.9999998314126102,False
2137,24,24,0.9999995785315409,False
2138,24,24,0.9999994942378553,False
2139,24,24,0.9999991570631338,False
2140,24,24,0.9999991570631338,False
2141,24,24,0.9999992413568111,False
2142,24,24,0.9999994942378553,False
2143,24,24,0.9999996628252286,False
2144,24,24,0.9999994099441718,False
2145,24,24,0.9999996628252286,False
2146,24,24,0.9999993256504904,False
2147,24,24,0.9999989041821146,False
2148,24,24,0.9999985670074514,False
2149,24,24,0.9999976397772992,False
2150,24,24,0.9999983141264758,False
2151,24,24,0.9999998314126102,False
2152,24,24,0.9999996628252286,False
2153,24,24,0.9999998314126102,False
2154,24,24,0.9999998314126102,False
2155,24,24,0.9999998314126102,False
2156,24,24,1.0,False
2157,24,24,1.0,False
2158,24,24,0.9999998314126102,False
2159,24,24,0.9999998314126102,False
2160,24,24,0.9999992413568111,False
2161,24,24,0.9999993256504904,False
2162,24,24,0.9999993256504904,False
2163,24,24,0.9999993256504904,False
2164,24,24,0.9999993256504904,False
2165,24,24,0.999999915706304,False
2166,24,24,0.9999998314126102,False
2167,24,24,0.9999995785315409,False
2168,24,24,0.9999994942378553,False
2169,24,24,0.6366146270125411,False
2170,24,24,0.6254546886716176,False
2171,24,24,0.999999915706304,False
2172,24,24,0.9978273572926495,False
2173,24,24,0.9999996628252286,False
2174,24,24,0.9999996628252286,False
2175,24,24,1.0,False
2176,24,24,0.9966285186304966,False
2177,24,24,0.9999994099441718,False
2178,24,24,0.9999996628252286,False
2179,24,24,0.9982761200390793,False
2180,24,24,0.999999915706304,False
2181,24,24,0.9999994099441718,False
2182,24,24,0.999999915706304,False
2183,24,24,0.9999988198884456,False
2184,24,24,0.9999998314126102,False
2185,24,24,1.0,False
2186,24,24,1.0,False
2187,24,24,1.0,False
2188,24,24,0.9999991570631338,False
2189,24,24,0.999999915706304,False
2190,24,24,0.999999915706304,False
2191,24,24,0.9999994099441718,False
2192,24,24,0.9999994942378553,False
2193,24,24,0.9999990727694587,False
2194,24,24,0.9999990727694587,False
2195,24,24,0.9999992413568111,False
2196,24,24,0.9999994099441718,False
2197,24,24,0.9999994099441718,False
2198,24,24,0.999999915706304,False
2199,24,24,0.9999998314126102,False
2200,24,24,0.9999998314126102,False
2201,24,24,0.9999996628252286,False
2202,24,24,1.0,False
2203,24,24,0.9999998314126102,False
2204,24,24,0.9999994099441718,False
2205,24,24,0.9999995785315409,False
2206,24,24,0.9999989041821146,False
2207,24,24,0.9999994099441718,False
2208,24,24,0.9999994099441718,False
2209,24,24,0.9999994099441718,False
2210,24,24,0.9999998314126102,False
2211,24,24,0.9999998314126102,False
2212,24,24,0.9999998314126102,False
2213,24,24,0.9999983984201323,False
2214,24,24,0.999999915706304,False
2215,24,24,0.9999994942378553,False
2216,24,24,0.9999991570631338,False
2217,24,24,0.9999998314126102,False
2218,24,24,0.9999994942378553,False
2219,24,24,0.9999994942378553,False
2220,24,24,0.9999998314126102,False
2221,24,24,0.999999915706304,False
2222,24,24,0.9999998314126102,False
2223,24,24,0.9999998314126102,False
2224,24,2420,0.12187053263187408,True
2225,24,24,0.9999998314126102,False
2226,24,24,0.9999998314126102,False
2227,24,24,0.9999998314126102,False
2228,24,24,0.9999998314126102,False
2229,24,242,0.30879050221202586,True
2230,24,24,0.9999983141264758,False
2231,24,24,0.9999984827137908,False
2232,24,24,0.999999915706304,False
2233,24,24,0.9999998314126102,False
2234,24,24,0.9999989884757856,False
2235,24,24,0.9999978083645809,False
2236,24,24,0.9999998314126102,False
2237,24,24,0.9999991570631338,False
2238,24,24,0.9999992413568111,False
2239,24,2420,0.2873840630054474,True
2240,24,248,0.2563665341841818,True
2241,24,24,0.7575095840941606,False
2242,24,24,0.9999993256504904,False
2243,24,24,0.9539005565111114,False
2244,24,24,0.9999993256504904,False
2245,24,24,0.999999915706304,False
2246,24,24,0.9999998314126102,False
2247,24,242,0.21990296382389604,True
2248,24,240,0.3301086127758026,True
2249,24,24,0.9999996628252286,False
2250,24,24,0.9999994099441718,False
2251,24,24,1.0,False
2252,24,24,0.9997146548679194,False
2253,24,24,0.9960890526521727,False
2254,24,24,0.9946838870219759,False
2255,24,24,0.998142011320279,False
2256,24,24,0.9988302644125634,False
2257,24,24,0.9999998314126102,False
2258,24,24,0.9999997471189183,False
2259,24,24,0.9999998314126102,False
2260,24,24,0.999999915706304,False
2261,24,24,0.9999995785315409,False
2262,24,24,0.9999994942378553,False
2263,24,24,0.9999994099441718,False
2264,24,24,0.9999994099441718,False
2265,24,24,0.9999994942378553,False
2266,24,24,0.9999996628252286,False
2267,24,24,0.9999996628252286,False
2268,24,24,0.9999995785315409,False
2269,24,24,0.9999994942378553,False
2270,24,24,0.9999994099441718,False
2271,24,24,0.9999994942378553,False
2272,24,24,0.9999995785315409,False
2273,24,24,0.9999996628252286,False
2274,24,24,0.9999996628252286,False
2275,24,24,0.9999994942378553,False
2276,24,24,0.9999994942378553,False
2277,24,24,0.9999998314126102,False
2278,24,24,0.999999915706304,False
2279,24,24,1.0,False
2280,24,24,0.9999993256504904,False
2281,24,24,0.5174555645144566,False
2282,24,24,0.9999996628252286,False
2283,24,24,0.9999993256504904,False
2284,24,24,0.9999992413568111,False
2285,24,24,0.9999994099441718,False
2286,24,24,0.9999993256504904,False
2287,24,24,0.9999994942378553,False
2288,24,24,0.9999994942378553,False
2289,24,24,0.9999993256504904,False
2290,24,24,0.9999998314126102,False
2291,24,24,0.9999996628252286,False
2292,24,24,0.9999994099441718,False
2293,24,24,0.9999972183091315,False
2294,24,24,0.9999988198884456,False
2295,24,24,0.9999998314126102,False
2296,24,24,0.9999998314126102,False
2297,24,24,0.9999992413568111,False
2298,24,24,0.9999992413568111,False
2299,24,24,0.9999992413568111,False
2300,24,24,0.9999994942378553,False
2301,24,24,0.9999998314126102,False
2302,24,24,0.9999994942378553,False
2303,24,24,0.9999995785315409,False
2304,24,24,0.9999993256504904,False
2305,24,24,0.9999993256504904,False
2306,24,24,0.9999998314126102,False
2307,24,24,0.9999998314126102,False
2308,24,24,0.9999978926582248,False
2309,24,24,0.9999984827137908,False
2310,24,24,0.9999998314126102,False
2311,24,24,0.9999998314126102,False
2312,24,24,0.9999998314126102,False
2313,24,24,0.9999156892198018,False
2314,24,24,0.9999998314126102,False
2315,24,24,0.9999998314126102,False
2316,24,24,0.9999998314126102,False
2317,24,24,0.999999915706304,False
2318,24,24,0.999999915706304,False
2319,24,24,0.999999915706304,False
2320,24,24,0.9999998314126102,False
2321,24,24,0.999999915706304,False
2322,24,24,0.9999998314126102,False
2323,24,24,0.999999915706304,False
2324,24,24,0.999999915706304,False
2325,24,24,0.999999915706304,False
2326,24,24,0.9999998314126102,False
2327,24,24,0.999999915706304,False
2328,24,24,0.999999915706304,False
2329,24,24,0.999999915706304,False
2330,24,24,0.999999915706304,False
2331,24,24,0.999999915706304,False
2332,24,24,0.9999998314126102,False
2333,24,24,0.9999116973860673,False
2334,24,24,0.9998060522175305,False
2335,24,24,0.999903920198889,False
2336,24,24,0.9998569819492169,False
2337,24,24,0.9997699198483843,False
2338,24,24,0.9996561556458682,False
2339,24,24,0.9993787379333057,False
2340,24,24,0.9999854090049941,False
2341,24,24,0.9999996628252286,False
2342,24,24,0.9999994942378553,False
2343,24,24,0.9999996628252286,False
2344,24,24,0.5102192756267954,False
2345,24,24,0.5300876033365094,False
2346,24,24,0.999999915706304,False
2347,24,24,0.525514637924475,False
2348,24,24,0.999999915706304,False
2349,24,24,0.999999915706304,False
2350,24,24,0.999999915706304,False
2351,24,24,0.9999909150374945,False
2352,24,24,0.9999832754184921,False
2353,24,24,0.5230598973590935,False
2354,24,24,0.5215782304289552,False
2355,24,24,0.5292694982593067,False
2356,24,24,0.999999915706304,False
2357,24,24,0.44923143875095645,False
2358,24,24,0.45605940409208284,False
2359,24,24,0.4556525167450597,False
2360,24,24,0.45756112004489574,False
2361,24,24,0.4607095266209748,False
2362,24,24,0.460774046668667,False
2363,24,24,0.4613202201203618,False
2364,24,24,0.45918441469270466,False
2365,24,24,0.999999915706304,False
2366,24,24,0.999999915706304,False
2367,24,24,0.999999915706304,False
2368,24,24,0.9999995785315409,False
2369,24,24,0.9967909439393788,False
2370,24,24,0.999999915706304,False
2371,24,24,0.9999994942378553,False
2372,24,24,0.9938733328312209,False
2373,24,24,0.9999994942378553,False
2374,24,24,0.9999994942378553,False
2375,24,24,0.9999994942378553,False
2376,24,24,0.9924300146960598,False
2377,24,24,0.9999994942378553,False
2378,24,24,0.9999994942378553,False
2379,24,24,0.9999996628252286,False
2380,24,24,0.9999996628252286,False
2381,24,24,0.9999994942378553,False
2382,24,24,0.9999994942378553,False
2383,24,24,0.9999994942378553,False
2384,24,24,0.9999994942378553,False
2385,24,24,0.9999995785315409,False
2386,24,24,0.9999995785315409,False
2387,24,24,0.9999995785315409,False
2388,24,24,0.9999995785315409,False
2389,24,24,0.9999994942378553,False
2390,24,24,0.9999994942378553,False
2391,24,24,0.9999998314126102,False
2392,24,24,0.9999998314126102,False
2393,24,24,0.9999994942378553,False
2394,24,24,0.9999998314126102,False
2395,24,24,0.9999998314126102,False
2396,24,24,0.9999995785315409,False
2397,24,24,0.9830216663580025,False
2398,24,24,0.9828806240583755,False
2399,24,24,0.9999996628252286,False
2400,24,24,0.9999996628252286,False
2401,24,24,0.9999994942378553,False
2402,24,24,0.9999994942378553,False
2403,24,24,0.9999994942378553,False
2404,24,24,0.9999994942378553,False
2405,24,24,0.9999994942378553,False
2406,24,24,0.9999994942378553,False
2407,24,24,0.9999994942378553,False
2408,24,24,0.9999994942378553,False
2409,24,24,0.9999994942378553,False
2410,24,24,0.9999994942378553,False
2411,24,24,0.9999994942378553,False
2412,24,24,0.9609825414637887,False
2413,24,24,0.9999996628252286,False
2414,24,24,0.9999996628252286,False
2415,24,24,0.9999996628252286,False
2416,24,24,0.9999996628252286,False
2417,24,24,0.9999994942378553,False
2418,24,24,0.9999994942378553,False
2419,24,24,0.9999994942378553,False
2420,24,24,0.9999994942378553,False
2421,24,24,0.9999994942378553,False
2422,24,24,0.9999994942378553,False
2423,24,24,0.9999994942378553,False
2424,24,24,0.9999994942378553,False
2425,24,24,0.9999994942378553,False
2426,24,24,0.9999994942378553,False
2427,24,24,0.5658082244850373,False
2428,24,24,0.9999994942378553,False
2429,24,24,0.9999994942378553,False
2430,24,24,0.9999994942378553,False
2431,24,24,0.9999994942378553,False
2432,24,24,0.9999994099441718,False
2433,24,24,0.9999994099441718,False
2434,24,24,0.9999994099441718,False
2435,24,24,0.9999994099441718,False
2436,24,24,0.9999994099441718,False
2437,24,24,0.9999994942378553,False
2438,24,24,0.9999994942378553,False
2439,24,24,0.9999994942378553,False
2440,24,24,0.9999994942378553,False
2441,24,24,0.9999994942378553,False
2442,24,24,0.9999994942378553,False
2443,24,24,0.9999994942378553,False
2444,24,24,0.9999994942378553,False
2445,24,24,0.9999994942378553,False
2446,24,24,0.9999994942378553,False
2447,24,24,0.9999994942378553,False
2448,24,24,0.9999994942378553,False
2449,24,24,0.9999994942378553,False
2450,24,24,0.9999994942378553,False
2451,24,24,0.9999994942378553,False
2452,24,24,0.9999994942378553,False
2453,24,24,0.9999994942378553,False
2454,24,24,0.9999994942378553,False
2455,24,24,0.9999994942378553,False
2456,24,24,0.9999994942378553,False
2457,24,24,0.9999994942378553,False
2458,24,24,0.9999994942378553,False
2459,24,24,0.9999994942378553,False
2460,24,24,0.9999996628252286,False
2461,24,24,0.9999994942378553,False
2462,24,24,0.9999994942378553,False
2463,24,24,0.9999994942378553,False
2464,24,24,0.9999994942378553,False
2465,24,24,0.9999994942378553,False
2466,24,24,0.9999994942378553,False
2467,24,24,0.9999994942378553,False
2468,24,24,0.9999994942378553,False
2469,24,24,0.9999994942378553,False
2470,24,24,0.9999994942378553,False
2471,24,24,0.9999994942378553,False
2472,24,24,0.9999994942378553,False
2473,24,24,0.9999994942378553,False
2474,24,24,0.9999994942378553,False
2475,24,24,0.9999994942378553,False
2476,24,24,0.9999994942378553,False
2477,24,24,0.9999994942378553,False
2478,24,24,0.9999994942378553,False
2479,24,24,0.9999994942378553,False
2480,24,24,0.9999994942378553,False
2481,24,24,0.9999994942378553,False
2482,24,24,0.9999994942378553,False
2483,24,24,0.9999994942378553,False
2484,24,24,0.9999994942378553,False
2485,24,24,0.9999994942378553,False
2486,24,24,0.9999994942378553,False
2487,24,24,0.9999994942378553,False
2488,24,24,0.9999994942378553,False
2489,24,24,0.9999994942378553,False
2490,24,24,0.9999996628252286,False
2491,24,24,0.9999996628252286,False
2492,24,24,0.9999996628252286,False
2493,24,24,0.9909027004149523,False
2494,24,24,0.9930288304013671,False
2495,24,24,0.9931537015023113,False
2496,24,24,0.9931705482601186,False
2497,24,24,0.9930927784446755,False
2498,24,24,0.9929767097160939,False
2499,24,24,0.9906579854426159,False
2500,24,24,0.9999996628252286,False
2501,24,24,0.9999996628252286,False
2502,24,24,0.9999996628252286,False
2503,24,24,0.9999994942378553,False
2504,24,24,0.9999994942378553,False
2505,24,24,0.9918205911632823,False
2506,24,24,0.9999996628252286,False
2507,24,24,0.9999996628252286,False
2508,24,24,0.9999996628252286,False
2509,24,24,0.9999996628252286,False
2510,24,24,0.9892627149769093,False
2511,24,24,0.9999994942378553,False
2512,24,24,0.9999994942378553,False
2513,24,24,0.999999915706304,False
2514,24,24,0.9999994942378553,False
2515,24,24,0.9923570654870937,False
2516,24,24,0.9865055290129949,False
2517,24,24,0.9999996628252286,False
2518,24,24,0.9999996628252286,False
2519,24,24,0.9996162387928916,False
2520,24,24,0.9999998314126102,False
2521,24,24,0.9999993256504904,False
2522,24,24,0.999999915706304,False
2523,24,24,0.999999915706304,False
2524,24,24,0.999999915706304,False
2525,24,24,0.999999915706304,False
2526,24,24,0.9999993256504904,False
2527,24,24,0.999999915706304,False
2528,24,24,0.999999915706304,False
2529,24,24,0.9999996628252286,False
2530,24,24,0.999999915706304,False
2531,24,24,0.999999915706304,False
2532,24,24,0.999999915706304,False
2533,24,24,0.9752027974620052,False
2534,24,24,0.974179715767156,False
2535,24,24,0.9739357639949698,False
2536,24,24,0.944810830523572,False
2537,24,24,0.9999994942378553,False
2538,24,24,0.973674538238965,False
2539,24,24,0.999999915706304,False
2540,24,24,0.9999994942378553,False
2541,24,24,0.9999995785315409,False
2542,24,24,0.999999915706304,False
2543,24,24,0.999999915706304,False
2544,24,24,0.999999915706304,False
2545,24,24,0.9999996628252286,False
2546,24,24,0.9999996628252286,False
2547,24,24,0.9999996628252286,False
2548,24,24,0.9999996628252286,False
2549,24,24,0.9999996628252286,False
2550,24,24,0.9999996628252286,False
2551,24,24,0.9999994942378553,False
2552,24,24,0.9999994942378553,False
2553,24,24,0.9999994099441718,False
2554,24,24,0.9999996628252286,False
2555,24,24,0.9999996628252286,False
2556,24,24,0.9999996628252286,False
2557,24,24,0.9999996628252286,False
2558,24,24,0.9999994942378553,False
2559,24,24,0.9999994942378553,False
2560,24,24,0.9999996628252286,False
2561,24,24,0.9999994942378553,False
2562,24,24,0.9999994942378553,False
2563,24,24,0.9999994942378553,False
2564,24,24,0.9999994942378553,False
2565,24,24,0.9999994942378553,False
2566,24,24,0.9999994942378553,False
2567,24,24,0.9999994942378553,False
2568,24,24,0.9999998314126102,False
2569,24,24,0.9999996628252286,False
2570,24,24,0.9999998314126102,False
2571,24,24,0.9925866413436226,False
2572,24,24,0.9999994942378553,False
2573,24,24,0.9999996628252286,False
2574,24,24,0.9999996628252286,False
2575,24,24,0.9999996628252286,False
2576,24,24,0.9999996628252286,False
2577,24,24,0.9999996628252286,False
2578,24,24,0.9999994942378553,False
2579,24,24,0.9999996628252286,False
2580,24,24,0.9999998314126102,False
2581,24,24,0.9999996628252286,False
2582,24,24,0.9999996628252286,False
2583,24,24,0.9999996628252286,False
2584,24,24,0.9999996628252286,False
2585,24,24,0.9999993256504904,False
2586,24,24,0.9999998314126102,False
2587,24,24,0.9999992413568111,False
2588,24,24,0.9999998314126102,False
2589,24,24,0.9999998314126102,False
2590,24,24,0.9999994099441718,False
2591,24,24,0.4991759014362308,False
2592,24,24,0.4985725109935037,False
2593,24,24,0.570172438476635,False
2594,24,24,0.9999994099441718,False
2595,24,24,0.9999993256504904,False
2596,24,24,0.9999993256504904,False
2597,24,24,0.5335866975261978,False
2598,24,24,0.4988111467148629,False
2599,24,24,0.46906513683687945,False
2600,24,24,0.9722139319797799,False
2601,24,24,0.9999998314126102,False
2602,24,24,0.9999995785315409,False
2603,24,24,0.9858364866934142,False
2604,24,24,0.9999996628252286,False
2605,24,24,0.9999996628252286,False
2606,24,24,0.9999996628252286,False
2607,24,24,0.9999996628252286,False
2608,24,24,0.9999996628252286,False
2609,24,24,0.9999996628252286,False
2610,24,24,0.513941662555331,False
2611,24,24,0.999999915706304,False
2612,24,24,0.47481876571160114,False
2613,24,24,0.47981019523466495,False
2614,24,24,0.9999938057061831,False
2615,24,24,0.9996881581046404,False
2616,24,24,0.9988728608483832,False
2617,24,24,0.9999802471032139,False
2618,24,24,0.9999992413568111,False
2619,24,24,0.9999994099441718,False
2620,24,24,0.9999998314126102,False
2621,24,24,0.9999998314126102,False
2622,24,24,0.9999991570631338,False
2623,24,24,0.9999996628252286,False
2624,24,24,0.9999998314126102,False
2625,24,24,0.9999998314126102,False
2626,24,24,0.9999998314126102,False
2627,24,24,0.9999998314126102,False
2628,24,24,0.9999998314126102,False
2629,24,24,0.9999998314126102,False
2630,24,24,0.9999989884757856,False
2631,24,24,0.9999989041821146,False
2632,24,24,0.9999993256504904,False
2633,24,24,0.9999998314126102,False
2634,24,24,0.9999998314126102,False
2635,24,24,0.9999998314126102,False
2636,24,24,0.9999992413568111,False
2637,24,24,0.9999991570631338,False
2638,24,24,0.9999998314126102,False
2639,24,24,0.999999915706304,False
2640,24,24,0.9999994942378553,False
2641,24,24,0.9999994942378553,False
2642,24,24,0.9999994099441718,False
2643,24,24,0.9999994942378553,False
2644,24,24,0.9999994942378553,False
2645,24,24,0.9999994942378553,False
2646,24,24,0.9999994942378553,False
2647,24,24,0.9999994942378553,False
2648,24,24,0.9999993256504904,False
2649,24,24,0.9999994942378553,False
2650,24,24,0.9999994942378553,False
2651,24,24,0.9999994942378553,False
2652,24,24,0.9999994942378553,False
2653,24,24,0.9999996628252286,False
2654,24,24,0.9999996628252286,False
2655,24,24,0.9999996628252286,False
2656,24,24,0.9999996628252286,False
2657,24,24,0.9999996628252286,False
2658,24,24,0.9991507414692541,False
2659,24,24,0.9999994942378553,False
2660,24,24,0.9999996628252286,False
2661,24,24,0.9999996628252286,False
2662,24,24,0.9978174493125849,False
2663,24,24,0.9999994942378553,False
2664,24,24,0.999999915706304,False
2665,24,24,0.9999998314126102,False
2666,24,24,0.9999994942378553,False
2667,24,24,0.9999998314126102,False
2668,24,24,0.9999994942378553,False
2669,24,24,1.0,False
2670,24,24,0.9999998314126102,False
2671,24,24,0.9999998314126102,False
2672,24,24,0.9999994942378553,False
2673,24,24,0.9999994942378553,False
2674,24,24,0.9999994942378553,False
2675,24,24,1.0,False
2676,24,24,1.0,False
2677,24,24,0.9999922915462542,False
2678,24,24,1.0,False
2679,24,24,1.0,False
2680,24,24,1.0,False
2681,24,24,1.0,False
2682,24,24,0.9999996628252286,False
2683,24,24,0.9999996628252286,False
2684,24,24,0.9999996628252286,False
2685,24,24,0.9999996628252286,False
2686,24,24,0.9999996628252286,False
2687,24,24,0.9999996628252286,False
2688,24,24,0.9999996628252286,False
2689,24,24,0.9999996628252286,False
2690,24,24,0.9999996628252286,False
2691,24,24,0.9999996628252286,False
2692,24,24,0.9999996628252286,False
2693,24,24,0.9999996628252286,False
2694,24,24,0.9999996628252286,False
2695,24,24,0.9999996628252286,False
