frame,original,ocr_result,confidence,is_different
2244,24,1-0-,0.9,True
2245,24,1-0-,0.9,True
2246,24,1-0-,0.9,True
2247,24,1-0-,0.9,True
2248,24,1-0-,0.9,True
2249,24,1-0-,0.9,True
2250,24,1-0-,0.9,True
2251,24,1-0-,0.9,True
2252,24,1-0-,0.9,True
2253,24,1-0-,0.9,True
2254,24,1-0-,0.9,True
2255,24,1-0-,0.9,True
2256,24,1-0-,0.9,True
2257,24,1-0-,0.9,True
2258,24,1-0-,0.9,True
2259,24,1-0-,0.9,True
2260,24,1-0-,0.9,True
2261,24,1-0-,0.9,True
2262,24,1-0-,0.9,True
2263,24,1-0-,0.9,True
2264,24,1-0-,0.9,True
2265,24,1-0-,0.9,True
2266,24,1-0-,0.9,True
2267,24,1-0-,0.9,True
2268,24,1-0-,0.9,True
2269,24,1-0-,0.9,True
2270,24,1-0-,0.9,True
2271,24,1-0-,0.9,True
2272,24,1-3-,0.9,True
2273,24,1-0-,0.9,True
2274,24,1-0-,0.9,True
2275,24,1-0-,0.9,True
2276,24,1-0-,0.9,True
2277,24,1-0-,0.9,True
2278,24,1-0-,0.9,True
2279,24,1-3-,0.9,True
2280,24,1-0-,0.9,True
2281,24,1-0-,0.9,True
2282,24,1-0-,0.9,True
2283,24,1-0-,0.9,True
2284,24,1-0-,0.9,True
2285,24,1-3-,0.9,True
2286,24,1-0-,0.9,True
2287,24,1-0-,0.9,True
2288,24,1-0-,0.9,True
2289,24,1-0-,0.9,True
2290,24,1-0-,0.9,True
2291,24,1-0-,0.9,True
2292,24,1-0-,0.9,True
2293,24,1-0-,0.9,True
2294,24,1-0-,0.9,True
2295,24,1-0-,0.9,True
2296,24,1-0-,0.9,True
2297,24,1-0-,0.9,True
2298,24,1-0-,0.9,True
2299,24,1-0-,0.9,True
2300,24,1-0-,0.9,True
2301,24,1-0-,0.9,True
2302,24,1-0-,0.9,True
2303,24,1-0-,0.9,True
2304,24,1-0-,0.9,True
2305,24,1-0-,0.9,True
2306,24,1-0-,0.9,True
2307,24,1-0-,0.9,True
2308,24,1-0-,0.9,True
2309,24,1-0-,0.9,True
2310,24,1-0-,0.9,True
2311,24,1-0-,0.9,True
2312,24,1-3-,0.9,True
2313,24,1-0-,0.9,True
2314,24,1-0-,0.9,True
2315,24,1-0-,0.9,True
2316,24,1-0-,0.9,True
2317,24,1-0-,0.9,True
2318,24,1-0-,0.9,True
2319,24,1-0-,0.9,True
2320,24,1-0-,0.9,True
2321,24,1-0-,0.9,True
2322,24,1-0-,0.9,True
2323,24,1-0-,0.9,True
2324,24,1-3-,0.9,True
2325,24,1-0-,0.9,True
2326,24,1-0-,0.9,True
2327,24,1-0-,0.9,True
2328,24,1-0-,0.9,True
2329,24,1-0-,0.9,True
2330,24,1-0-,0.9,True
2331,24,1-0-,0.9,True
2332,24,1-0-,0.9,True
2333,24,1-0-,0.9,True
2334,24,1-0-,0.9,True
2335,24,1-0-,0.9,True
2336,24,1-0-,0.9,True
2337,24,1-0-,0.9,True
2338,24,1-0-,0.9,True
2339,24,1-0-,0.9,True
2340,24,1-0-,0.9,True
2341,24,1-0-,0.9,True
2342,24,1-0-,0.9,True
2343,24,1-0-,0.9,True
2344,24,1-0-,0.9,True
2345,24,1-0-,0.9,True
2346,24,1-0-,0.9,True
2347,24,1-0-,0.9,True
2348,24,1-0-,0.9,True
2349,24,1-0-,0.9,True
2350,24,1-0-,0.9,True
2351,24,1-0-,0.9,True
2352,24,1-0-,0.9,True
2353,24,1-0-,0.9,True
2354,24,1-0-,0.9,True
2355,24,1-0-,0.9,True
2356,24,1-0-,0.9,True
2357,24,1-0-,0.9,True
2358,24,1-0-,0.9,True
2359,24,1-0-,0.9,True
2360,24,1-0-,0.9,True
2361,24,1-0-,0.9,True
2362,24,1-0-,0.9,True
2363,24,1-0-,0.9,True
2364,24,1-0-,0.9,True
2365,24,1-0-,0.9,True
2366,24,1-0-,0.9,True
2367,24,1-0-,0.9,True
2368,24,1-0-,0.9,True
2369,24,1-0-,0.9,True
2370,24,1-0-,0.9,True
2371,24,1-0-,0.9,True
2372,24,1-0-,0.9,True
2373,24,1-0-,0.9,True
2374,24,1-0-,0.9,True
2375,24,1-0-,0.9,True
2376,24,1-0-,0.9,True
2377,24,1-0-,0.9,True
2378,24,1-0-,0.9,True
2379,24,1-0-,0.9,True
2380,24,1-0-,0.9,True
2381,24,1-0-,0.9,True
2382,24,1-0-,0.9,True
2383,24,1-0-,0.9,True
2384,24,1-0-,0.9,True
2385,24,1-0-,0.9,True
2386,24,1-0-,0.9,True
2387,24,1-0-,0.9,True
2388,24,1-0-,0.9,True
2389,24,1-0-,0.9,True
2390,24,1-0-,0.9,True
2391,24,1-0-,0.9,True
2392,24,1-0-,0.9,True
2393,24,1-0-,0.9,True
2394,24,1-0-,0.9,True
2395,24,1-0-,0.9,True
2396,24,1-0-,0.9,True
2397,24,1-0-,0.9,True
2398,24,1-0-,0.9,True
2399,24,1-0-,0.9,True
2400,24,1-0-,0.9,True
2401,24,1-0-,0.9,True
2402,24,1-0-,0.9,True
2403,24,1-0-,0.9,True
2404,24,1-0-,0.9,True
2405,24,1-0-,0.9,True
2406,24,1-0-,0.9,True
2407,24,1-0-,0.9,True
2408,24,1-0-,0.9,True
2409,24,1-0-,0.9,True
2410,24,1-0-,0.9,True
2411,24,1-0-,0.9,True
2412,24,1-0-,0.9,True
2413,24,1-0-,0.9,True
2414,24,1-0-,0.9,True
2415,24,1-0-,0.9,True
2416,24,1-0-,0.9,True
2417,24,1-3-,0.9,True
2418,24,1-0-,0.9,True
2419,24,1-0-,0.9,True
2420,24,1-0-,0.9,True
2421,24,1-0-,0.9,True
2422,24,1-0-,0.9,True
2423,24,1-0-,0.9,True
2424,24,1-0-,0.9,True
2425,24,1-0-,0.9,True
2426,24,1-0-,0.9,True
2427,24,1-0-,0.9,True
2428,24,1-0-,0.9,True
2429,24,1-0-,0.9,True
2430,24,1-0-,0.9,True
2431,24,1-0-,0.9,True
2432,24,1-0-,0.9,True
2433,24,1-0-,0.9,True
2434,24,1-0-,0.9,True
2435,24,1-0-,0.9,True
2436,24,1-0-,0.9,True
2437,24,1-0-,0.9,True
2438,24,1-0-,0.9,True
2439,24,1-0-,0.9,True
2440,24,1-0-,0.9,True
2441,24,1-0-,0.9,True
2442,24,1-0-,0.9,True
2443,24,1-0-,0.9,True
2444,24,1-0-,0.9,True
2445,24,1-0-,0.9,True
2446,24,1-0-,0.9,True
2447,24,1-0-,0.9,True
2448,24,1-0-,0.9,True
2449,24,1-0-,0.9,True
2450,24,1-0-,0.9,True
2451,24,1-0-,0.9,True
2452,24,1-0-,0.9,True
2453,24,1-0-,0.9,True
2454,24,1-0-,0.9,True
2455,24,1-0-,0.9,True
2456,24,1-0-,0.9,True
2457,24,1-0-,0.9,True
2458,24,1-0-,0.9,True
2459,24,1-0-,0.9,True
2460,24,1-0-,0.9,True
2461,24,1-0-,0.9,True
2462,24,1-0-,0.9,True
2463,24,1-0-,0.9,True
2464,24,1-0-,0.9,True
2465,24,1-0-,0.9,True
2466,24,1-0-,0.9,True
2467,24,1-0-,0.9,True
2468,24,1-0-,0.9,True
2469,24,1-0-,0.9,True
2470,24,1-0-,0.9,True
2471,24,1-0-,0.9,True
2472,24,1-0-,0.9,True
2473,24,1-0-,0.9,True
2474,24,1-0-,0.9,True
2475,24,1-0-,0.9,True
2476,24,1-0-,0.9,True
2477,24,1-0-,0.9,True
2478,24,1-0-,0.9,True
2479,24,1-0-,0.9,True
2480,24,1-0-,0.9,True
2481,24,1-0-,0.9,True
2482,24,1-0-,0.9,True
2483,24,1-0-,0.9,True
2484,24,1-0-,0.9,True
2485,24,1-0-,0.9,True
2486,24,1-0-,0.9,True
2487,24,1-0-,0.9,True
2488,24,1-0-,0.9,True
2489,24,1-0-,0.9,True
2490,24,1-0-,0.9,True
2491,24,1-0-,0.9,True
2492,24,1-0-,0.9,True
2493,24,1-0-,0.9,True
2494,24,1-0-,0.9,True
2495,24,1-0-,0.9,True
2496,24,1-0-,0.9,True
2497,24,1-0-,0.9,True
2498,24,1-0-,0.9,True
2499,24,1-0-,0.9,True
2500,24,1-0-,0.9,True
2501,24,1-0-,0.9,True
2502,24,1-0-,0.9,True
2503,24,1-0-,0.9,True
2504,24,1-0-,0.9,True
2505,24,1-0-,0.9,True
2506,24,1-0-,0.9,True
2507,24,1-0-,0.9,True
2508,24,1-0-,0.9,True
2509,24,1-0-,0.9,True
2510,24,1-0-,0.9,True
2511,24,1-0-,0.9,True
2512,24,1-0-,0.9,True
2513,24,1-0-,0.9,True
2514,24,1-0-,0.9,True
2515,24,1-0-,0.9,True
2516,24,1-0-,0.9,True
2517,24,1-0-,0.9,True
2518,24,1-0-,0.9,True
2519,24,1-0-,0.9,True
2520,24,1-0-,0.9,True
2521,24,1-0-,0.9,True
2522,24,1-0-,0.9,True
2523,24,1-0-,0.9,True
2524,24,1-0-,0.9,True
2525,24,1-0-,0.9,True
2526,24,1-0-,0.9,True
2527,24,1-0-,0.9,True
2528,24,1-0-,0.9,True
2529,24,1-0-,0.9,True
2530,24,1-0-,0.9,True
2531,24,1-0-,0.9,True
2532,24,1-0-,0.9,True
2533,24,1-0-,0.9,True
2534,24,1-0-,0.9,True
2535,24,1-0-,0.9,True
2536,24,1-0-,0.9,True
2537,24,1-0-,0.9,True
2538,24,1-0-,0.9,True
2539,24,1-0-,0.9,True
2540,24,1-0-,0.9,True
2541,24,1-0-,0.9,True
2542,24,1-0-,0.9,True
2543,24,1-0-,0.9,True
2544,24,1-0-,0.9,True
2545,24,1-0-,0.9,True
2546,24,1-0-,0.9,True
2547,24,1-0-,0.9,True
2548,24,1-0-,0.9,True
2549,24,1-0-,0.9,True
2550,24,1-0-,0.9,True
2551,24,1-0-,0.9,True
2552,24,1-0-,0.9,True
2553,24,1-0-,0.9,True
2554,24,1-0-,0.9,True
2555,24,1-0-,0.9,True
2556,24,1-0-,0.9,True
2557,24,1-0-,0.9,True
2558,24,1-0-,0.9,True
2559,24,1-0-,0.9,True
2560,24,1-0-,0.9,True
2561,24,1-0-,0.9,True
2562,24,1-0-,0.9,True
2563,24,1-0-,0.9,True
2564,24,1-0-,0.9,True
2565,24,1-0-,0.9,True
2566,24,1-0-,0.9,True
2567,24,1-0-,0.9,True
2568,24,1-0-,0.9,True
2569,24,1-0-,0.9,True
2570,24,1-0-,0.9,True
2571,24,1-0-,0.9,True
2572,24,1-0-,0.9,True
2573,24,1-0-,0.9,True
2574,24,1-0-,0.9,True
2575,24,1-0-,0.9,True
2576,24,1-0-,0.9,True
2577,24,1-0-,0.9,True
2578,24,1-0-,0.9,True
2579,24,1-0-,0.9,True
2580,24,1-0-,0.9,True
2581,24,1-0-,0.9,True
2582,24,1-0-,0.9,True
2583,24,1-0-,0.9,True
2584,24,1-0-,0.9,True
2585,24,1-0-,0.9,True
2586,24,1-0-,0.9,True
2587,24,1-0-,0.9,True
2588,24,1-0-,0.9,True
2589,24,1-0-,0.9,True
2590,24,1-0-,0.9,True
2591,24,1-3-,0.9,True
2592,24,1-3-,0.9,True
2593,24,1-0-,0.9,True
2594,24,1-0-,0.9,True
2595,24,1-0-,0.9,True
2596,24,1-0-,0.9,True
2597,24,1-0-,0.9,True
2598,24,1-3-,0.9,True
2599,24,1-3-,0.9,True
2600,24,1-0-,0.9,True
2601,24,1-0-,0.9,True
2602,24,1-3-,0.9,True
2603,24,1-3-,0.9,True
2604,24,1-3-,0.9,True
2605,24,1-3-,0.9,True
2606,24,1-3-,0.9,True
2607,24,1-3-,0.9,True
2608,24,1-3-,0.9,True
2609,24,1-3-,0.9,True
2610,24,1-0-,0.9,True
2611,24,1-0-,0.9,True
2612,24,1-0-,0.9,True
2613,24,1-0-,0.9,True
2614,24,1-0-,0.9,True
2615,24,1-0-,0.9,True
2616,24,1-0-,0.9,True
2617,24,1-0-,0.9,True
2618,24,1-0-,0.9,True
2619,24,1-0-,0.9,True
2620,24,1-0-,0.9,True
2621,24,1-0-,0.9,True
2622,24,1-0-,0.9,True
2623,24,1-0-,0.9,True
2624,24,1-0-,0.9,True
2625,24,1-3-,0.9,True
2626,24,1-0-,0.9,True
2627,24,1-3-,0.9,True
2628,24,1-0-,0.9,True
2629,24,1-0-,0.9,True
2630,24,1-0-,0.9,True
2631,24,1-0-,0.9,True
2632,24,1-0-,0.9,True
2633,24,1-0-,0.9,True
2634,24,1-0-,0.9,True
2635,24,1-3-,0.9,True
2636,24,1-3-,0.9,True
2637,24,1-3-,0.9,True
2638,24,1-0-,0.9,True
2639,24,1-0-,0.9,True
2640,24,1-0-,0.9,True
2641,24,1-0-,0.9,True
2642,24,1-0-,0.9,True
2643,24,1-0-,0.9,True
2644,24,1-0-,0.9,True
2645,24,1-0-,0.9,True
2646,24,1-0-,0.9,True
2647,24,1-0-,0.9,True
2648,24,1-0-,0.9,True
2649,24,1-0-,0.9,True
2650,24,1-0-,0.9,True
2651,24,1-0-,0.9,True
2652,24,1-0-,0.9,True
2653,24,1-0-,0.9,True
2654,24,1-0-,0.9,True
2655,24,1-0-,0.9,True
2656,24,1-0-,0.9,True
2657,24,1-0-,0.9,True
2658,24,1-0-,0.9,True
2659,24,1-0-,0.9,True
2660,24,1-0-,0.9,True
2661,24,1-0-,0.9,True
2662,24,1-0-,0.9,True
2663,24,1-0-,0.9,True
2664,24,1-0-,0.9,True
2665,24,1-0-,0.9,True
2666,24,1-0-,0.9,True
2667,24,1-0-,0.9,True
2668,24,1-0-,0.9,True
2669,24,1-0-,0.9,True
2670,24,1-0-,0.9,True
2671,24,1-0-,0.9,True
2672,24,1-0-,0.9,True
2673,24,1-0-,0.9,True
2674,24,1-0-,0.9,True
2675,24,1-0-,0.9,True
2676,24,1-0-,0.9,True
2677,24,1-0-,0.9,True
2678,24,1-0-,0.9,True
2679,24,1-0-,0.9,True
2680,24,1-0-,0.9,True
2681,24,1-0-,0.9,True
2682,24,1-0-,0.9,True
2683,24,1-0-,0.9,True
2684,24,1-0-,0.9,True
2685,24,1-0-,0.9,True
2686,24,1-0-,0.9,True
2687,24,1-0-,0.9,True
2688,24,1-0-,0.9,True
2689,24,1-0-,0.9,True
2690,24,1-0-,0.9,True
2691,24,1-0-,0.9,True
2692,24,1-0-,0.9,True
2693,24,1-0-,0.9,True
2694,24,1-0-,0.9,True
2695,24,1-0-,0.9,True
2696,24,1-0-,0.9,True
2697,24,1-0-,0.9,True
2698,24,1-0-,0.9,True
2699,24,1-0-,0.9,True
2700,24,1-0-,0.9,True
2701,24,1-0-,0.9,True
2702,24,1-0-,0.9,True
2703,24,1-0-,0.9,True
2704,24,1-0-,0.9,True
2705,24,1-0-,0.9,True
2706,24,1-0-,0.9,True
2707,24,1-0-,0.9,True
2708,24,1-0-,0.9,True
2709,24,1-0-,0.9,True
2710,24,1-0-,0.9,True
2711,24,1-0-,0.9,True
2712,24,1-0-,0.9,True
2713,24,1-0-,0.9,True
2714,24,1-0-,0.9,True
2715,24,1-0-,0.9,True
2716,24,1-0-,0.9,True
2717,24,1-0-,0.9,True
2718,24,1-0-,0.9,True
2719,24,1-0-,0.9,True
2720,24,1-0-,0.9,True
2721,24,1-0-,0.9,True
2722,24,1-0-,0.9,True
2723,24,1-0-,0.9,True
2724,24,1-0-,0.9,True
2725,24,1-0-,0.9,True
2726,24,1-0-,0.9,True
2727,24,1-0-,0.9,True
2728,24,1-0-,0.9,True
2729,24,1-0-,0.9,True
2730,24,1-0-,0.9,True
2731,24,1-0-,0.9,True
2732,24,1-0-,0.9,True
2733,24,1-0-,0.9,True
2734,24,1-0-,0.9,True
2735,24,1-0-,0.9,True
2736,24,1-0-,0.9,True
2737,24,1-0-,0.9,True
2738,24,1-0-,0.9,True
2739,24,1-0-,0.9,True
2740,24,1-0-,0.9,True
2741,24,1-0-,0.9,True
2742,24,1-0-,0.9,True
2743,24,1-0-,0.9,True
2744,24,1-0-,0.9,True
2745,24,1-0-,0.9,True
2746,24,1-0-,0.9,True
2747,24,1-0-,0.9,True
2748,24,1-0-,0.9,True
2749,24,1-0-,0.9,True
2750,24,1-0-,0.9,True
2751,24,1-0-,0.9,True
2752,24,1-0-,0.9,True
2753,24,1-0-,0.9,True
2754,24,1-0-,0.9,True
2755,24,1-0-,0.9,True
2756,24,1-0-,0.9,True
2757,24,1-0-,0.9,True
2758,24,1-0-,0.9,True
2759,24,1-0-,0.9,True
2760,24,1-0-,0.9,True
2761,24,1-0-,0.9,True
2762,24,1-0-,0.9,True
2763,24,1-0-,0.9,True
2764,24,1-0-,0.9,True
2765,24,1-0-,0.9,True
2766,24,1-0-,0.9,True
2767,24,1-0-,0.9,True
2768,24,1-0-,0.9,True
2769,24,1-0-,0.9,True
2770,24,1-0-,0.9,True
2771,24,1-0-,0.9,True
2772,24,1-0-,0.9,True
2773,24,1-0-,0.9,True
2774,24,1-0-,0.9,True
2775,24,1-0-,0.9,True
2776,24,1-0-,0.9,True
2777,24,1-0-,0.9,True
2778,24,1-0-,0.9,True
2779,24,1-0-,0.9,True
2780,24,1-0-,0.9,True
