Image,Ground Truth,EasyOCR Prediction,Match
frame_4516.png,24,24,True
frame_4517.png,24,24,True
frame_4518.png,24,24,True
frame_4519.png,24,24 50,False
frame_4520.png,24,24,True
frame_4521.png,24,24,True
frame_4522.png,24,24,True
frame_4523.png,24,24,True
frame_4524.png,24,24,True
frame_4525.png,24,24 50,False
frame_4526.png,24,24,True
frame_4527.png,24,24,True
frame_4528.png,24,24,True
frame_4529.png,24,24,True
frame_4530.png,24,24,True
frame_4531.png,24,24,True
frame_4532.png,24,24,True
frame_4533.png,24,24,True
frame_4534.png,24,24,True
frame_4535.png,24,24 10,False
frame_4536.png,24,24 10,False
frame_4537.png,24,24 10,False
frame_4538.png,24,24 10,False
frame_4539.png,24,24 10,False
frame_4540.png,24,24 10,False
frame_4541.png,24,24,True
frame_4542.png,24,24,True
frame_4543.png,24,24 10,False
frame_4544.png,24,24 50,False
frame_4545.png,24,24,True
frame_4546.png,24,24 50,False
frame_4547.png,24,24 10,False
frame_4548.png,24,24,True
frame_4549.png,24,24,True
frame_4550.png,24,24 50,False
frame_4551.png,24,24,True
frame_4552.png,24,24,True
frame_4553.png,24,24,True
frame_4554.png,24,24 50,False
frame_4555.png,24,24 50,False
frame_4556.png,24,24 50,False
frame_4557.png,24,24,True
frame_4558.png,24,24,True
frame_4559.png,24,24,True
frame_4560.png,24,24 50,False
frame_4561.png,24,24 0,False
frame_4562.png,24,24,True
frame_4563.png,24,24 50,False
frame_4564.png,24,24,True
frame_4565.png,24,24,True
frame_4566.png,24,24,True
frame_4567.png,24,24,True
frame_4568.png,24,24,True
frame_4569.png,24,24,True
frame_4570.png,24,24 -0,False
frame_4571.png,24,24 50,False
frame_4572.png,24,24,True
frame_4573.png,24,24 0,False
frame_4574.png,24,24,True
frame_4575.png,24,24 0,False
frame_4576.png,24,24 0,False
frame_4577.png,24,24,True
frame_4578.png,24,24 0,False
frame_4579.png,24,24 0,False
frame_4580.png,24,24,True
frame_4581.png,24,24,True
frame_4582.png,24,24,True
frame_4583.png,24,24 0,False
frame_4584.png,24,24 0,False
frame_4585.png,24,24 0,False
frame_4586.png,24,24 0,False
frame_4587.png,24,24 50,False
frame_4588.png,24,24,True
frame_4589.png,24,24,True
frame_4590.png,24,24,True
frame_4591.png,24,24,True
frame_4592.png,24,24,True
frame_4593.png,24,24 0,False
frame_4594.png,24,24 0,False
frame_4595.png,24,24 0,False
frame_4596.png,24,24 0,False
frame_4597.png,24,24,True
frame_4598.png,24,24,True
frame_4599.png,24,24,True
frame_4600.png,24,24,True
frame_4601.png,24,24,True
frame_4602.png,24,24 0,False
frame_4603.png,24,24 0,False
frame_4604.png,24,24 50,False
frame_4605.png,24,24,True
frame_4606.png,24,24,True
frame_4607.png,24,24,True
frame_4608.png,24,24 50,False
frame_4609.png,24,24,True
frame_4610.png,24,24,True
frame_4611.png,24,24 50,False
frame_4612.png,24,24,True
frame_4613.png,24,24,True
frame_4614.png,24,24,True
frame_4615.png,24,24 50,False
frame_4616.png,24,24,True
frame_4617.png,24,24,True
frame_4618.png,24,24,True
frame_4619.png,24,24 50,False
frame_4620.png,24,24,True
frame_4621.png,24,24 50,False
frame_4622.png,24,24 50,False
frame_4623.png,24,24,True
frame_4624.png,24,24,True
frame_4625.png,24,24,True
frame_4626.png,24,24,True
frame_4627.png,24,24,True
frame_4628.png,24,24,True
frame_4629.png,24,24 10,False
frame_4630.png,24,24,True
frame_4631.png,24,24,True
frame_4632.png,24,24,True
frame_4633.png,24,24,True
frame_4634.png,24,24,True
frame_4635.png,24,24,True
frame_4636.png,24,24,True
frame_4637.png,24,24,True
frame_4638.png,24,24 10,False
frame_4639.png,24,24 0,False
frame_4640.png,24,24 0,False
frame_4641.png,24,24 0,False
frame_4642.png,24,24 0,False
frame_4643.png,24,24 0,False
frame_4644.png,24,24 -0,False
frame_4645.png,24,24 0,False
frame_4646.png,24,24,True
frame_4647.png,24,24 0,False
frame_4648.png,24,24 0,False
frame_4649.png,24,24 4,False
frame_4650.png,24,24,True
frame_4651.png,24,24,True
frame_4652.png,24,24,True
frame_4653.png,24,24,True
frame_4654.png,24,24 50,False
frame_4655.png,24,24,True
frame_4656.png,24,24,True
frame_4657.png,24,,False
frame_4658.png,24,24 0,False
frame_4659.png,24,24 0,False
frame_4660.png,24,0,False
frame_4661.png,24,24,True
frame_4662.png,24,24 0,False
frame_4663.png,24,24,True
frame_4664.png,24,24,True
frame_4665.png,24,24,True
frame_4666.png,24,24,True
frame_4667.png,24,24,True
frame_4668.png,24,24,True
frame_4669.png,24,24,True
frame_4670.png,24,24 0,False
frame_4671.png,24,24 0,False
frame_4672.png,24,24 0,False
frame_4673.png,24,24 0,False
frame_4674.png,24,24 0,False
frame_4675.png,24,24 0,False
frame_4676.png,24,24 0,False
frame_4677.png,24,24,True
frame_4678.png,24,24 -0,False
frame_4679.png,24,24,True
frame_4680.png,24,24 0,False
frame_4681.png,24,24 0,False
frame_4682.png,24,24 -0,False
frame_4683.png,24,24 -0,False
frame_4684.png,24,24 0,False
frame_4685.png,24,24,True
frame_4686.png,24,24 -0,False
frame_4687.png,24,24 0,False
frame_4688.png,24,24 0,False
frame_4689.png,24,24 0,False
frame_4690.png,24,24 -0,False
frame_4691.png,24,24 -0,False
frame_4692.png,24,24 0,False
frame_4693.png,24,24 0,False
frame_4694.png,24,24,True
frame_4695.png,24,24 0,False
frame_4696.png,24,24 0,False
frame_4697.png,24,24 0,False
frame_4698.png,24,24 0,False
frame_4699.png,24,24 0,False
frame_4700.png,24,24,True
frame_4701.png,24,24 0,False
frame_4702.png,24,24 4,False
frame_4703.png,24,24,True
frame_4704.png,24,24,True
frame_4705.png,24,24,True
frame_4706.png,24,24,True
frame_4707.png,24,24,True
frame_4708.png,24,24,True
frame_4709.png,24,24 4,False
frame_4710.png,24,24 0,False
frame_4711.png,24,24 0,False
frame_4712.png,24,24,True
frame_4713.png,24,24 0,False
frame_4714.png,24,24 0,False
frame_4715.png,24,24 0,False
frame_4716.png,24,24 0,False
frame_4717.png,24,24 0,False
frame_4718.png,24,24,True
frame_4719.png,24,24,True
frame_4720.png,24,24,True
frame_4721.png,24,24,True
frame_4722.png,24,24,True
frame_4723.png,24,24 0,False
frame_4724.png,24,24 0,False
frame_4725.png,24,24 0,False
frame_4726.png,24,24 0,False
frame_4727.png,24,24 0,False
frame_4728.png,24,24 0,False
frame_4729.png,24,24 0,False
frame_4730.png,24,24 0,False
frame_4731.png,24,24 50,False
frame_4732.png,24,24,True
frame_4733.png,24,24 5,False
frame_4734.png,24,24,True
frame_4735.png,24,24 0,False
frame_4736.png,24,24 0,False
frame_4737.png,24,24 0,False
frame_4738.png,24,24 0,False
frame_4739.png,24,24 0,False
frame_4740.png,24,24 0,False
frame_4741.png,24,24 0,False
frame_4742.png,24,24 0,False
frame_4743.png,24,24 0,False
frame_4744.png,24,24 0,False
frame_4745.png,24,24 0,False
frame_4746.png,24,24 0,False
frame_4747.png,24,24 0,False
frame_4748.png,24,24 50,False
frame_4749.png,24,24,True
frame_4750.png,24,24,True
frame_4751.png,24,24,True
frame_4752.png,24,24,True
frame_4753.png,24,24,True
frame_4754.png,24,24 3,False
frame_4755.png,24,24,True
frame_4756.png,24,24,True
frame_4757.png,24,24 0,False
frame_4758.png,24,24 0,False
frame_4759.png,24,24 0,False
frame_4760.png,24,24 0,False
frame_4761.png,24,24 0,False
frame_4762.png,24,24 0,False
frame_4763.png,24,24 0,False
frame_4764.png,24,24 0,False
frame_4765.png,24,24 0,False
frame_4766.png,24,24,True
frame_4767.png,24,24 0,False
frame_4768.png,24,24 0,False
frame_4769.png,24,24 0,False
frame_4770.png,24,24 0,False
frame_4771.png,24,24 0,False
frame_4772.png,24,24 0,False
frame_4773.png,24,24 0,False
frame_4774.png,24,24 0,False
frame_4775.png,24,24 0,False
frame_4776.png,24,24 0,False
frame_4777.png,24,24 0,False
frame_4778.png,24,24 0,False
frame_4779.png,24,24 0,False
frame_4780.png,24,24 0,False
frame_4781.png,24,24 0,False
frame_4782.png,24,24 0,False
frame_4783.png,24,24 0,False
frame_4784.png,24,24 0,False
frame_4785.png,24,24 0,False
frame_4786.png,24,24 10,False
frame_4787.png,24,24 0,False
frame_4788.png,24,24 0,False
frame_4789.png,24,24 0,False
frame_4790.png,24,24 0,False
frame_4791.png,24,24 0,False
frame_4792.png,24,24 -0,False
frame_4793.png,24,24 0,False
frame_4794.png,24,24 0,False
frame_4795.png,24,24 0,False
frame_4796.png,24,24 0,False
frame_4797.png,24,24 0,False
frame_4798.png,24,24 0,False
frame_4799.png,24,24,True
frame_4800.png,24,24,True
frame_4801.png,24,24,True
frame_4802.png,24,24,True
frame_4803.png,24,24,True
frame_4804.png,24,24,True
frame_4805.png,24,24,True
frame_4806.png,24,24,True
frame_4807.png,24,24 50,False
frame_4808.png,24,24,True
frame_4809.png,24,24,True
frame_4810.png,24,24 10,False
frame_4811.png,24,24 10,False
frame_4812.png,24,24 10,False
frame_4813.png,24,24 10,False
frame_4814.png,24,24 10,False
frame_4815.png,24,24,True
frame_4816.png,24,24,True
frame_4817.png,24,24,True
frame_4818.png,24,24 10,False
frame_4819.png,24,24 10,False
frame_4820.png,24,24,True
frame_4821.png,24,24,True
frame_4822.png,24,24,True
frame_4823.png,24,24,True
frame_4824.png,24,24 10,False
frame_4825.png,24,24 10,False
frame_4826.png,24,24,True
frame_4827.png,24,24,True
frame_4828.png,24,24,True
frame_4829.png,24,24,True
frame_4830.png,24,24 0,False
frame_4831.png,24,24 0,False
frame_4832.png,24,24,True
frame_4833.png,24,24,True
frame_4834.png,24,24,True
frame_4835.png,24,24 0,False
frame_4836.png,24,24 4,False
frame_4837.png,24,24 0,False
frame_4838.png,24,24 0,False
frame_4839.png,24,24 0,False
frame_4840.png,24,24 0,False
frame_4841.png,24,24 0,False
frame_4842.png,24,24 0,False
frame_4843.png,24,24 0,False
frame_4844.png,24,24 0,False
frame_4845.png,24,24 0,False
frame_4846.png,24,24 4,False
frame_4847.png,24,24,True
frame_4848.png,24,24,True
frame_4849.png,24,24,True
frame_4850.png,24,24,True
frame_4851.png,24,24 0,False
frame_4852.png,24,24 0,False
frame_4853.png,24,24 0,False
frame_4854.png,24,24 0,False
frame_4855.png,24,24 0,False
frame_4856.png,24,24 0,False
frame_4857.png,24,24 0,False
frame_4858.png,24,24,True
frame_4859.png,24,24 0,False
frame_4860.png,24,24 0,False
frame_4861.png,24,24 0,False
frame_4862.png,24,24 0,False
frame_4863.png,24,24 0,False
frame_4864.png,24,24,True
frame_4865.png,24,24,True
frame_4866.png,24,24 0,False
frame_4867.png,24,24 0,False
frame_4868.png,24,24,True
frame_4869.png,24,24 -0,False
frame_4870.png,24,24 0,False
frame_4871.png,24,24 0,False
frame_4872.png,24,24 0,False
frame_4873.png,24,24 0,False
frame_4874.png,24,24 0,False
frame_4875.png,24,24,True
frame_4876.png,24,24 0,False
frame_4877.png,24,24,True
frame_4878.png,24,24,True
frame_4879.png,24,24,True
frame_4880.png,24,24,True
frame_4881.png,24,24,True
frame_4882.png,24,24 -0,False
frame_4883.png,24,24 0,False
frame_4884.png,24,24 0,False
frame_4885.png,24,24 0,False
frame_4886.png,24,24 -0,False
frame_4887.png,24,24,True
frame_4888.png,24,24 0,False
frame_4889.png,24,24,True
frame_4890.png,24,24 0,False
frame_4891.png,24,24,True
frame_4892.png,24,24,True
frame_4893.png,24,24,True
frame_4894.png,24,24,True
frame_4895.png,24,24,True
frame_4896.png,24,24 50,False
frame_4897.png,24,24 50,False
frame_4898.png,24,24,True
frame_4899.png,24,24 50,False
frame_4900.png,24,24,True
frame_4901.png,24,24,True
frame_4902.png,24,24,True
frame_4903.png,24,24,True
frame_4904.png,24,24,True
frame_4905.png,24,24,True
frame_4906.png,24,24,True
frame_4907.png,24,24,True
frame_4908.png,24,24,True
frame_4909.png,24,24,True
frame_4910.png,24,24,True
frame_4911.png,24,24,True
frame_4912.png,24,24,True
frame_4913.png,24,24,True
frame_4914.png,24,24,True
frame_4915.png,24,24 0,False
frame_4916.png,24,24 4,False
frame_4917.png,24,24 0,False
frame_4918.png,24,24 4,False
frame_4919.png,24,24 0,False
frame_4920.png,24,24 0,False
frame_4921.png,24,24,True
frame_4922.png,24,24 0,False
frame_4923.png,24,24,True
frame_4924.png,24,24,True
frame_4925.png,24,24 50,False
frame_4926.png,24,24,True
frame_4927.png,24,24,True
frame_4928.png,24,24 0,False
frame_4929.png,24,24 0,False
frame_4930.png,24,24,True
frame_4931.png,24,24,True
frame_4932.png,24,24,True
frame_4933.png,24,24,True
frame_4934.png,24,24,True
frame_4935.png,24,24,True
frame_4936.png,24,24,True
frame_4937.png,24,24,True
frame_4938.png,24,24 0,False
frame_4939.png,24,24,True
frame_4940.png,24,24 0,False
frame_4941.png,24,24,True
frame_4942.png,24,24,True
frame_4943.png,24,24,True
frame_4944.png,24,24,True
frame_4945.png,24,24,True
frame_4946.png,24,24,True
frame_4947.png,24,24 50,False
frame_4948.png,24,24,True
frame_4949.png,24,24,True
frame_4950.png,24,24,True
frame_4951.png,24,24,True
frame_4952.png,24,24,True
frame_4953.png,24,24 10,False
frame_4954.png,24,24,True
frame_4955.png,24,24,True
frame_4956.png,24,24,True
frame_4957.png,24,24,True
frame_4958.png,24,24,True
frame_4959.png,24,24,True
frame_4960.png,24,24,True
frame_4961.png,24,24,True
frame_4962.png,24,24,True
frame_4963.png,24,24,True
frame_4964.png,24,24,True
frame_4965.png,24,24,True
frame_4966.png,24,24,True
frame_4967.png,24,24,True
frame_4968.png,24,24,True
frame_4969.png,24,24,True
frame_4970.png,24,24 50,False
frame_4971.png,24,24,True
frame_4972.png,24,24,True
frame_4973.png,24,24,True
frame_4974.png,24,24 50,False
frame_4975.png,24,24,True
frame_4976.png,24,24,True
frame_4977.png,24,24,True
frame_4978.png,24,24 7,False
frame_4979.png,24,24,True
frame_4980.png,24,24,True
frame_4981.png,24,24,True
frame_4982.png,24,24 60,False
frame_4983.png,24,24 60,False
frame_4984.png,24,24 60,False
frame_4985.png,24,24 60,False
frame_4986.png,24,24,True
frame_4987.png,24,24,True
frame_4988.png,24,24,True
frame_4989.png,24,24,True
frame_4990.png,24,24,True
frame_4991.png,24,24,True
frame_4992.png,24,24,True
frame_4993.png,24,24 50,False
frame_4994.png,24,24,True
frame_4995.png,24,24 50,False
frame_4996.png,24,24 50,False
frame_4997.png,24,24,True
frame_4998.png,24,24,True
frame_4999.png,24,24,True
frame_5000.png,24,24,True
frame_5001.png,24,24,True
frame_5002.png,24,24,True
frame_5003.png,24,24,True
frame_5004.png,24,24 60,False
frame_5005.png,24,24 60,False
frame_5006.png,24,24,True
frame_5007.png,24,24,True
frame_5008.png,24,24,True
frame_5009.png,24,24,True
frame_5010.png,24,24,True
frame_5011.png,24,24,True
frame_5012.png,24,24,True
frame_5013.png,24,24,True
frame_5014.png,24,24,True
frame_5015.png,24,24,True
frame_5016.png,24,24 10,False
frame_5017.png,24,24,True
frame_5018.png,24,24,True
frame_5019.png,24,24,True
frame_5020.png,24,24 60,False
frame_5021.png,24,24 60,False
frame_5022.png,24,24 60,False
frame_5023.png,24,24,True
frame_5024.png,24,24,True
frame_5025.png,24,24,True
frame_5026.png,24,24,True
frame_5027.png,24,24,True
frame_5028.png,24,24,True
frame_5029.png,24,24,True
frame_5030.png,24,24,True
frame_5031.png,24,24,True
frame_5032.png,24,24,True
frame_5033.png,24,24,True
frame_5034.png,24,24,True
frame_5035.png,24,24,True
frame_5036.png,24,24,True
frame_5037.png,24,24,True
frame_5038.png,24,24,True
frame_5039.png,24,24 50,False
frame_5040.png,24,24,True
frame_5041.png,24,24,True
frame_5042.png,24,24,True
frame_5043.png,24,24,True
frame_5044.png,24,24,True
frame_5045.png,24,24,True
frame_5046.png,24,24,True
frame_5047.png,24,24,True
frame_5048.png,24,24,True
frame_5049.png,24,24,True
frame_5050.png,24,24,True
frame_5051.png,24,24,True
frame_5052.png,24,24,True
frame_5053.png,24,24,True
frame_5054.png,24,24,True
frame_5055.png,24,24,True
frame_5056.png,24,24 50,False
frame_5057.png,24,24,True
frame_5058.png,24,24,True
frame_5059.png,24,24,True
frame_5060.png,24,24,True
frame_5061.png,24,24,True
frame_5062.png,24,24,True
frame_5063.png,24,24,True
frame_5064.png,24,24,True
frame_5065.png,24,24,True
frame_5066.png,24,24,True
frame_5067.png,24,24,True
frame_5068.png,24,24 0,False
frame_5069.png,24,24,True
frame_5070.png,24,24,True
frame_5071.png,24,24,True
frame_5072.png,24,24 0,False
frame_5073.png,24,24 0,False
frame_5074.png,24,24,True
frame_5075.png,24,24,True
frame_5076.png,24,24,True
frame_5077.png,24,24,True
frame_5078.png,24,24 4,False
frame_5079.png,24,24,True
frame_5080.png,24,24,True
frame_5081.png,24,24 0,False
frame_5082.png,24,24 4,False
frame_5083.png,24,24 0,False
frame_5084.png,24,24 0,False
frame_5085.png,24,24 0,False
frame_5086.png,24,24 0,False
frame_5087.png,24,24,True
frame_5088.png,24,24,True
frame_5089.png,24,24 0,False
frame_5090.png,24,24,True
frame_5091.png,24,24,True
frame_5092.png,24,24 0,False
frame_5093.png,24,24,True
frame_5094.png,24,24,True
frame_5095.png,24,24,True
frame_5096.png,24,24,True
frame_5097.png,24,24,True
frame_5098.png,24,24 4,False
frame_5099.png,24,24 4,False
frame_5100.png,24,24 4,False
frame_5101.png,24,24 4,False
frame_5102.png,24,24 4,False
frame_5103.png,24,24 4,False
frame_5104.png,24,24 4,False
frame_5105.png,24,24 0,False
frame_5106.png,24,24 0,False
frame_5107.png,24,24 0,False
frame_5108.png,24,24 0,False
frame_5109.png,24,24 0,False
frame_5110.png,24,24 0,False
frame_5111.png,24,24 0,False
frame_5112.png,24,24 0,False
frame_5113.png,24,24,True
frame_5114.png,24,24 4,False
frame_5115.png,24,24,True
frame_5116.png,24,24,True
frame_5117.png,24,24 4,False
frame_5118.png,24,24 4,False
frame_5119.png,24,24,True
frame_5120.png,24,24 0,False
frame_5121.png,24,24 0,False
frame_5122.png,24,24,True
frame_5123.png,24,24,True
frame_5124.png,24,24,True
frame_5125.png,24,24 0,False
frame_5126.png,24,24 0,False
frame_5127.png,24,24 0,False
frame_5128.png,24,24,True
frame_5129.png,24,24,True
frame_5130.png,24,24 10,False
frame_5131.png,24,24 10,False
frame_5132.png,24,24 10,False
frame_5133.png,24,24 10,False
frame_5134.png,24,24 -0,False
frame_5135.png,24,24 0,False
frame_5136.png,24,24 0,False
frame_5137.png,24,24 0,False
frame_5138.png,24,24 0,False
frame_5139.png,24,24 10,False
frame_5140.png,24,24 10,False
frame_5141.png,24,24 10,False
frame_5142.png,24,24 10,False
frame_5143.png,24,24 10,False
frame_5144.png,24,24 10,False
frame_5145.png,24,24 10,False
frame_5146.png,24,24,True
frame_5147.png,24,24,True
frame_5148.png,24,24,True
frame_5149.png,24,24,True
frame_5150.png,24,24,True
frame_5151.png,24,24,True
frame_5152.png,24,24,True
frame_5153.png,24,24,True
frame_5154.png,24,24,True
frame_5155.png,24,24 0,False
frame_5156.png,24,24 0,False
frame_5157.png,24,24,True
frame_5158.png,24,24,True
frame_5159.png,24,24 0,False
frame_5160.png,24,24 0,False
frame_5161.png,24,24 0,False
frame_5162.png,24,24 10,False
frame_5163.png,24,24,True
frame_5164.png,24,24,True
frame_5165.png,24,24,True
frame_5166.png,24,24 0,False
frame_5167.png,24,24 0,False
frame_5168.png,24,24 0,False
frame_5169.png,24,24,True
frame_5170.png,24,24,True
frame_5171.png,24,24,True
frame_5172.png,24,24,True
frame_5173.png,24,24,True
frame_5174.png,24,24,True
frame_5175.png,24,24,True
frame_5176.png,24,24 0,False
frame_5177.png,24,24 0,False
frame_5178.png,24,24 0,False
frame_5179.png,24,24,True
frame_5180.png,24,24,True
frame_5181.png,24,24,True
frame_5182.png,24,24,True
frame_5183.png,24,24,True
frame_5184.png,24,24 50,False
frame_5185.png,24,24,True
frame_5186.png,24,24 60,False
frame_5187.png,24,24 60,False
frame_5188.png,24,24 60,False
frame_5189.png,24,24 60,False
frame_5190.png,24,24 -0,False
frame_5191.png,24,24 -0,False
frame_5192.png,24,24 -0,False
frame_5193.png,24,24,True
frame_5194.png,24,24,True
frame_5195.png,24,24 10,False
frame_5196.png,24,24,True
frame_5197.png,24,24,True
frame_5198.png,24,24,True
frame_5199.png,24,24,True
frame_5200.png,24,24,True
frame_5201.png,24,24,True
frame_5202.png,24,24,True
frame_5203.png,24,24,True
frame_5204.png,24,24,True
frame_5205.png,24,24,True
frame_5206.png,24,24,True
frame_5207.png,24,24,True
frame_5208.png,24,24,True
frame_5209.png,24,24,True
frame_5210.png,24,24,True
frame_5211.png,24,24,True
frame_5212.png,24,24,True
frame_5213.png,24,24,True
frame_5214.png,24,24,True
frame_5215.png,24,24 0,False
frame_5216.png,24,24 0,False
frame_5217.png,24,24 0,False
frame_5218.png,24,24,True
frame_5219.png,24,24,True
frame_5220.png,24,24 50,False
frame_5221.png,24,24 10,False
frame_5222.png,24,24,True
frame_5223.png,24,24,True
frame_5224.png,24,24,True
frame_5225.png,24,24 40,False
frame_5226.png,24,24 40,False
frame_5227.png,24,24 40,False
frame_5228.png,24,24 40,False
frame_5229.png,24,24,True
frame_5230.png,24,24 50,False
frame_5231.png,24,24 50,False
frame_5232.png,24,24 4,False
frame_5233.png,24,24 0,False
frame_5234.png,24,24 50,False
frame_5235.png,24,24 0,False
frame_5236.png,24,24 0,False
frame_5237.png,24,24 0,False
frame_5238.png,24,24,True
frame_5239.png,24,24 0,False
frame_5240.png,24,24,True
frame_5241.png,24,24,True
frame_5242.png,24,24,True
frame_5243.png,24,24,True
frame_5244.png,24,24,True
frame_5245.png,24,24 10,False
frame_5246.png,24,24,True
frame_5247.png,24,24,True
frame_5248.png,24,24,True
frame_5249.png,24,24 0,False
frame_5250.png,24,24 0,False
frame_5251.png,24,24 0,False
frame_5252.png,24,24 0,False
frame_5253.png,24,24,True
frame_5254.png,24,24,True
frame_5255.png,24,24,True
frame_5256.png,24,24 0,False
frame_5257.png,24,24 0,False
frame_5258.png,24,24 0,False
frame_5259.png,24,24 0,False
frame_5260.png,24,24 0,False
frame_5261.png,24,24 0,False
frame_5262.png,24,24,True
frame_5263.png,24,24,True
frame_5264.png,24,24,True
frame_5265.png,24,24 60,False
frame_5266.png,24,24,True
frame_5267.png,24,24 60,False
frame_5268.png,24,24 60,False
frame_5269.png,24,24 0,False
frame_5270.png,24,24 50,False
frame_5271.png,24,24 60,False
frame_5272.png,24,24,True
frame_5273.png,24,24 40,False
frame_5274.png,24,24 10,False
frame_5275.png,24,24,True
frame_5276.png,24,24 10,False
frame_5277.png,24,24 10,False
frame_5278.png,24,24 10,False
frame_5279.png,24,24 10,False
frame_5280.png,24,24,True
